Class,Not_Transit-like_False_Positive_Flag,Orbit_Period,Transit_Epoch,Transit_Duration,Transit_Depth,Planetary_Radius,Insolation_Flux,Transit_Signal-to-Noise,Stellar_Surface_Gravity,Stellar_Radius
0,1,0.56678694,131.82489,1.959,61.2,0.63,3194.49,8.3,4.496,0.808
0,0,0.73094701,132.22433,4.223,227.7,15.83,2886.66,31.2,4.559,0.837
0,0,0.686994057,131.661024,3.5252,2797.1,35.3,4267.13,136.6,4.438,1.0
0,0,1.324247867,131.51043,1.4759,83.3,1.3,4951.46,26.5,4.251,1.406
0,0,0.780632043,132.190835,1.4109,736.5,79.67,12837.08,141.0,3.754,2.18
0,0,0.730947169,132.22192,4.396,248.0,14.43,2349.48,49.1,4.569,0.826
0,0,41.16676097,158.917777,2.2133,5386.3,17.82,9.35,185.2,4.503,0.805
0,0,1.083736642,134.1369208,1.57912,8930.8,237.84,41465.78,954.2,3.227,5.618
0,0,2.45570369,133.03195,3.1,273.8,55.95,3017.14,23.5,3.624,2.314
0,0,0.64234875,131.910695,1.3699,103.7,2.78,49846.45,61.3,3.842,2.584
1,0,5.204286663,135.885314,6.2598,35221.0,16.0,180.12,153.0,4.471,0.86
0,0,6.352090869,134.2069907,3.88771,75142.0,18.9,83.66,1343.2,4.58,0.693
0,0,1.877350712,132.26591,1.7478,185.6,1.46,1755.2,23.1,4.432,1.059
0,0,2.11552348,134.09961,6.712,359.2,21.43,900.64,28.9,4.509,0.951
0,0,2.84573962,134.27578,7.28,211.7,3.63,2645.94,83.9,3.792,2.372
0,0,7.01476115,136.88345,3.945,122.1,1.02,175.85,27.5,4.501,0.87
0,0,24.40213373,149.47431,12.57,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,1.13357304,131.8204,2.849,33.1,0.59,2688.01,12.0,4.449,0.954
0,0,0.643468999,131.83868,1.1108,108.0,0.88,3772.66,19.6,4.452,0.843
0,0,112.645961,182.99824,7.037,1957.9,35.36,4.76,23.3,4.489,0.991
1,0,0.526887517,131.86561,0.8971,119.9,0.58,550.37,20.6,4.721,0.519
0,0,4.14244748,132.907,2.203,69.9,1.82,3128.33,12.3,3.83,2.124
0,0,0.552834211,131.75468,1.2887,145.7,18.09,21895.36,30.0,3.675,2.648
0,0,0.758354475,132.623984,4.56811,581780.0,149.44,22401.95,1560.5,4.084,1.83
1,0,76.5369531,164.15644,5.574,652.2,3.73,15.15,17.7,4.105,1.466
0,1,3.43525124,132.6333,4.509,152.2,25.43,1468.73,6.3,4.014,1.742
0,0,0.962828092,132.20697,4.411,63.0,40.82,37544.87,22.7,3.594,3.44
1,0,3.11141514,132.4992,3.074,28.4,0.7,1296.58,8.3,4.297,1.273
0,0,1.878156188,136.2716,2.058,787.5,2.51,400.37,38.4,4.598,0.67
0,0,7.81153999,136.33101,5.984,912.8,23.56,62.96,41.3,4.628,0.71
0,0,0.993488979,131.607354,1.9694,24327.0,17.9,3172.24,145.8,4.328,0.998
0,0,1.334104585,132.3674913,3.14624,61691.0,44.9,2954.64,1334.6,4.373,1.083
0,0,2.115498574,134.11259,6.738,444.2,25.84,995.26,45.4,4.475,1.0
0,0,6.49676881,132.17439,2.527,135.0,3.74,2273.36,10.6,3.658,3.049
0,0,2.057499811,133.31318,2.569,325.6,1.27,273.84,23.6,4.564,0.736
0,0,10.5856758,136.9685,4.911,178.7,1.49,163.41,8.1,4.433,1.092
0,0,2.69633621,132.99538,5.238,238.6,15.78,749.66,26.5,4.496,0.923
0,0,11.2580745,140.794,23.516,713.3,2.14,14.44,55.4,4.691,0.586
0,0,1.099291188,131.50242,1.765,282.6,1.37,947.02,19.8,4.5,0.843
0,0,0.47462889,131.54237,1.0194,331.3,1.43,2691.55,31.2,4.527,0.786
1,0,0.352515897,132.01659,1.0525,168.2,1.0,5534.14,38.0,4.598,0.766
0,0,0.299697755,132.017121,0.8473,346.9,2.03,6005.79,53.6,4.547,0.782
0,0,0.339069751,131.86957,1.1516,53.2,2.09,41863.05,38.2,3.846,2.183
0,0,1.081935491,131.52874,5.136,202.9,0.99,819.14,33.9,4.569,0.718
1,0,0.524175803,131.60105,0.7648,236.8,1.27,3049.23,22.4,4.576,0.815
0,0,1.89129881,132.6639,5.294,82.0,0.86,944.68,29.8,4.507,0.893
1,0,4.94330596,135.57568,2.9334,126.2,1.41,296.74,27.7,4.415,1.008
1,0,178.139072,210.11802,9.654,678.8,2.25,1.7,20.3,4.496,0.879
1,0,0.619023176,131.92817,1.496,77.9,0.79,2985.06,8.9,4.536,0.891
0,0,120.00336404,250.137832,3.3803,39596.0,15.08,0.78,131.1,4.627,0.668
0,0,4.067371428,134.316022,5.8962,63447.0,68.81,215.71,1094.6,4.532,0.75
0,0,1.540395781,131.99631,1.6305,173.4,0.94,510.22,46.6,4.592,0.735
0,0,32.9045733,141.29325,4.402,662.3,28.34,24.63,19.7,4.438,1.0
0,0,2.46353343,135.3459,2.954,830.0,21.49,445.83,6.8,4.587,0.777
0,0,22.91339043,140.64839,3.94,5407.0,24.11,15.94,86.9,4.663,0.6
0,0,1.541350116,132.32528,3.29,378.0,1.5,619.14,51.7,4.59,0.784
0,0,1.205412526,131.93619,1.537,109.2,12.6,3681.8,17.2,4.32,1.122
0,0,1.710316235,131.60973,3.614,409.4,23.38,1740.08,31.2,4.435,1.096
1,0,23.9210408,139.07872,5.174,158.3,3.01,255.65,21.9,4.031,1.972
1,0,9.03326435,137.17738,2.857,610.7,1.96,66.89,18.3,4.588,0.788
0,0,356.535835,433.62066,5.467,3113.0,28.27,0.55,25.7,4.532,0.75
1,0,3.490785878,133.10269,1.4513,336.8,1.32,245.65,32.7,4.618,0.725
0,0,1.92149487,133.2283,1.891,1006.0,79.14,7634.18,11.6,3.959,2.247
1,0,1.093665854,132.47213,1.4399,218.4,1.29,1880.33,33.5,4.541,0.874
0,0,141.608555,190.27633,7.685,1263.1,2.98,1.68,43.3,4.512,0.844
1,0,3.6092231,132.463,2.8,52.4,0.68,477.0,4.4,4.508,0.929
0,1,12.4247333,134.0338,16.828,40.5,1.47,642.95,19.3,3.86,2.193
1,0,11.4927112,133.3086,7.764,291.5,25.01,127.97,18.7,4.464,1.005
0,0,70.7511986,175.37157,6.198,858.1,27.74,8.97,24.1,4.4,0.936
1,0,116.583183,246.6275,5.8,819.0,2.91,4.47,8.7,4.426,0.981
1,0,175.13892,296.03778,10.767,634.5,3.06,3.39,17.9,4.243,1.241
0,1,1.302061421,132.56436,1.8238,1046.1,92.86,29636.26,29.5,3.837,2.783
0,0,55.25178622,144.456513,6.094,39874.0,27.32,9.15,585.0,4.561,0.832
0,0,5.548250634,133.219686,6.06772,42873.0,21.49,331.99,1170.5,4.455,1.028
0,0,4.442520831,133.607376,2.4779,531.5,3.98,889.36,100.3,4.272,1.33
1,0,1.339670241,132.16786,1.895,28.6,1.27,33385.02,21.7,3.988,2.245
0,0,2.685223546,133.731821,4.0632,5494.6,28.98,360.92,238.7,4.62,0.719
0,0,1.99042642,132.71317,3.083,133.8,1.17,1327.48,25.3,4.464,1.005
0,0,67.230028,171.7451,25.01,379.1,2.44,12.79,39.5,4.418,1.016
0,0,0.805259637,132.100758,0.9779,341.8,1.93,4732.34,50.2,4.454,1.022
0,0,75.3787816,167.10798,5.268,387.7,1.6,3.97,30.1,4.488,0.841
0,0,2.464160779,131.92201,2.427,116.7,36.93,2018.62,27.3,3.84,1.883
1,0,13.0267964,139.14777,0.785,356.6,2.08,40.51,11.4,4.512,0.844
0,0,4.93129874,134.82009,1.8626,676.1,21.42,187.36,31.7,4.508,0.779
0,0,5.59187448,132.87618,1.6782,236.4,104.18,124810.93,31.9,1.173,58.325
1,0,1.88665445,132.3531,1.343,2098.0,43.81,2453.86,15.8,4.247,1.249
0,0,14.53682228,132.36831,3.195,1032.3,73.15,1534.06,40.8,2.819,5.855
0,0,1.72853003,131.80572,3.819,99.1,2.43,9100.75,24.0,3.882,2.237
1,0,2.19068738,132.01727,4.41,66.3,1.68,3913.33,44.1,3.973,1.975
0,1,372.16478,233.7717,11.288,2074.0,5.68,1.44,23.5,4.415,1.129
0,1,0.947730124,132.39338,1.1171,152.5,2.82,55681.21,18.0,4.116,2.184
1,0,234.240739,210.8122,12.925,464.1,3.41,2.77,27.7,4.269,1.248
0,1,341.01495,448.7233,5.12,386.0,1.72,0.71,6.9,4.456,0.896
0,0,6.14631207,132.74983,3.803,891.1,4.79,594.72,20.3,4.335,1.31
0,0,27.36432337,143.46464,3.545,2282.5,39.49,44.5,42.3,4.428,1.107
0,0,10.26231992,133.20719,3.568,813.9,1.98,15.89,17.3,4.709,0.54
0,0,1.519529227,132.55256,5.1675,8372.5,11.12,1766.31,155.1,4.46,1.046
0,0,6.487525901,137.625165,2.4536,20209.0,21.23,29.11,74.3,4.763,0.485
0,0,2.35197616,131.90696,5.304,268.0,21.19,1025.78,31.7,4.463,1.003
0,0,0.861643331,131.80744,2.4318,232.5,1.88,1599.85,41.7,4.596,0.688
0,0,12.1097626,140.74725,10.174,113.9,1.09,50.68,28.2,4.547,0.739
0,0,63.909601,136.6718,11.85,143.0,0.76,3.57,6.1,4.668,0.643
0,0,19.7352868,138.58362,5.097,319.4,49.24,72.08,17.1,4.44,1.045
0,1,0.566799125,131.81289,3.072,30.7,0.56,6590.95,22.5,4.451,1.004
1,0,20.1890396,142.19429,6.251,112.1,1.39,93.89,15.0,4.269,1.267
0,1,1.061935973,131.723748,3.3177,337.9,24.17,3479.87,101.2,4.434,1.062
0,0,1.485898163,132.74414,2.446,224.6,14.96,620.65,32.8,4.559,0.727
1,0,38.5763483,167.85725,19.861,282.1,2.05,34.77,76.3,4.333,1.221
0,0,1.845610523,131.80574,2.337,374.1,77.83,9283.04,33.3,3.639,2.978
1,0,133.303247,167.76042,7.342,1017.5,2.67,1.94,20.6,4.474,0.864
1,0,125.4132302,195.62605,2.3241,1345.0,3.14,1.18,22.6,4.557,0.747
0,1,21.5702917,137.2647,40.4,148.7,29.53,146.81,41.0,3.983,1.628
0,0,0.868723418,132.08264,1.4617,197.1,1.87,3776.5,23.8,4.331,1.046
1,0,25.30893566,171.50611,5.7704,153.7,1.77,60.2,54.2,4.272,1.292
0,0,27.25471993,176.52949,0.73,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,34.10787519,183.56881,4.1,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,16.61474421,177.04832,2.77,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,1.412526202,131.70353,5.49,150.3,36.77,19160.84,70.6,4.114,1.91
0,0,2.759573341,131.71354,6.999,382.0,6.42,487.37,64.4,4.52,0.863
0,0,3.79188234,134.1344,2.15,417.0,1.95,492.81,6.6,4.495,0.91
1,0,14.38724729,131.85133,1.9078,1914.1,29.24,65.41,43.5,4.479,0.859
1,0,58.4302648,168.30179,7.18,1849.5,3.45,1.91,34.1,4.643,0.609
0,0,0.566717263,131.9699708,2.6079,18.5,0.43,4581.82,11.1,4.438,0.957
0,0,13.37935853,140.92523,8.809,353.5,6.65,896.56,36.2,3.712,2.702
0,0,13.26255423,136.29135,4.65,916.4,3.55,81.56,31.4,4.506,0.935
0,0,20.5696575,140.25123,4.263,401.5,28.96,42.09,22.2,4.562,0.838
0,0,4.52342256,135.46854,2.531,219.0,1.7,482.25,15.9,4.437,1.058
0,0,0.723947772,132.06247,2.125,242.7,52.16,24641.6,17.7,3.424,2.897
1,0,308.544422,296.0738,18.503,586.8,3.28,2.81,56.8,4.274,1.349
0,0,0.905679492,132.196318,2.1164,2299.0,35.74,2950.42,59.3,4.438,1.0
0,0,22.735911,144.077,42.435,2311.0,5.07,40.32,69.4,4.438,1.0
0,1,0.909310626,131.725419,3.4411,12127.0,48.79,4889.6,454.0,4.41,1.106
0,0,0.648774274,131.74545,2.643,231.0,1.08,1795.83,26.1,4.557,0.729
0,0,32.63286247,177.22208,3.08,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,173.92851338,223.7546088,2.64,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,25.64384513,177.41892,5.05,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,25.58546721,177.07745,2.28,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,17.47702,186.5568,54.52,138.3,0.93,49.24,2.9,4.579,0.782
0,0,16.88954693,183.15557,3.41,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,26.77891391,186.20963,3.12,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,13.33386985,263.78932,6.51,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,94.10628163,184.9905063,17.21,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,14.71266408,366.02309,4.21,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,0.696125302,354.767068,2.0054,14966.0,28.44,1739.43,177.2,4.594,0.674
0,0,302.38867822,309.18675,3.1229,41320.0,40.73,0.76,294.8,4.499,0.857
1,0,305.0762469,294.06794,6.255,4042.8,7.82,1.53,113.4,4.348,1.155
0,0,5.24372504,132.7225,17.136,234.4,20.41,253.25,51.6,4.452,0.867
0,0,18.795269797,138.6686066,9.9816,28241.0,30.77,154.05,3596.6,3.925,1.841
0,0,42.2625935,152.31269,4.465,692.2,12.62,126.27,40.7,3.55,3.581
0,0,3.549386251,134.247174,2.4342,50664.0,24.15,402.76,108.2,4.495,0.892
1,0,29.92208104,146.00807,2.7716,345.3,3.09,88.52,37.6,4.055,1.637
0,1,0.566812588,131.79719,3.596,17.1,0.71,21653.56,17.5,3.971,1.718
0,0,9.94221873,133.84961,2.453,486.5,19.64,76.56,12.6,4.434,0.917
0,0,9.06557317,135.15009,1.6208,243.4,1.46,141.9,24.9,4.51,0.916
0,0,4.9432827,132.8581,40.01,27.1,1.21,2161.95,12.9,3.907,2.236
0,0,7.35390869,132.01829,2.061,92.9,2.29,1141.53,11.1,3.868,2.327
0,0,15.7455586,145.54111,13.877,161.1,1.41,71.98,37.6,4.495,0.95
0,1,0.566796615,131.8009,1.999,47.8,0.59,4426.68,8.5,4.553,0.849
1,0,8.48651582,138.01698,5.267,110.8,1.34,298.03,21.1,4.269,1.267
0,1,2.189092892,132.082757,5.1128,1871.5,33.45,1034.43,150.7,4.487,0.966
0,0,2.40435335,133.22999,4.07,70.6,3.05,8577.88,27.1,3.568,3.358
0,0,220.9290121,240.81927,7.335,2456.5,5.24,1.89,70.4,4.483,0.941
0,1,3.1877519,134.418,14.836,452.3,19.66,400.3,83.2,4.489,0.896
0,0,10.72396374,357.14874,3.8439,13518.0,39.84,88.64,127.7,4.445,0.905
0,1,119.67747,415.4806,32.274,3254.1,36.8,4.9,52.0,4.486,0.969
0,0,185.9526325,288.874323,3.5964,11107.0,50.98,3.28,147.3,4.33,1.164
0,0,103.62650922,426.3726042,6.89,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,41.077590334,173.7358974,6.20583,134480.0,23.2,3.37,5518.2,4.654,0.62
1,0,10.5994606,134.8329,9.484,128.8,1.28,152.67,11.2,4.445,1.069
0,1,63.934965,162.84507,12.71,1119.5,44.59,18.0,45.6,3.999,1.595
0,1,38.4769457,150.56893,5.825,259.4,4.79,103.72,18.4,3.834,2.163
1,0,37.3228722,152.83532,7.2146,307.5,35.34,1769.88,42.6,2.41,19.53
0,0,1.664980224,131.68433,1.7455,230.8,3.68,3223.3,47.6,4.058,1.567
0,0,16.6094904,147.61311,3.189,272.9,1.82,81.28,12.7,4.395,1.05
0,0,0.566789505,131.8313,5.835,54.6,3.37,4051.92,12.6,4.585,0.784
0,0,2.62982665,132.08013,6.213,126.4,17.88,3542.64,24.6,4.053,1.846
0,0,2.69787749,133.65962,1.915,116.8,1.5,1235.14,8.3,4.114,1.348
0,0,5.23340265,133.1457,3.242,242.1,1.15,124.02,12.7,4.611,0.741
0,0,3.51289168,133.79619,3.313,131.0,1.12,429.42,27.3,4.395,0.981
0,0,14.092583189,141.1447066,4.1536,530.4,1.82,30.1,17.8,4.596,0.77
0,0,9.087508013,137.2042403,2.7597,140.6,1.37,224.7,2.5,4.297,1.119
0,0,0.65244373,132.05504,1.471,610.7,2.17,3546.43,41.8,4.488,0.883
0,0,1.332564704,132.04974,5.9775,1049.5,30.04,1945.27,124.0,4.486,0.972
0,0,2.636899795,132.07629,0.9105,426.2,49.84,456.22,27.6,4.54,0.847
0,1,0.660629055,131.86099,5.894,231.6,17.38,4040.43,103.3,4.55,0.849
0,0,0.885123683,131.88646,3.3865,113.3,1.14,3477.17,42.0,4.44,0.998
0,1,471.65421,421.64532,3.456,479.7,4.11,2.26,12.5,4.025,1.653
0,0,1.221204888,133.61014,1.8511,111.6,1.1,2334.4,27.3,4.378,0.997
0,0,135.90795753,199.74974,1.83,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,0.959853772,131.85197,1.9163,55.8,1.3,8768.54,27.1,4.025,1.653
0,0,0.592243731,131.654831,1.386,3992.4,6.77,1361.22,303.8,4.664,0.591
0,0,46.882525,174.9031,1.93,343.5,1.91,16.4,4.9,4.494,0.955
0,0,20.7191626,143.30626,3.912,184.4,1.85,92.2,8.9,4.143,1.366
1,0,399.37587,300.0792,21.25,552.2,3.93,2.66,11.9,4.069,1.618
0,0,16.60973843,147.6085,4.515,667.8,6.64,26.59,29.7,4.603,0.752
0,0,54.323118,153.7774,25.863,538.0,5.06,58.78,19.2,4.155,1.67
0,0,5.803127153,136.101253,4.9041,58570.0,19.04,145.32,639.3,4.577,0.795
0,0,35.51619219,165.930432,2.5,10984.0,719.49,15.2,85.4,4.505,0.871
0,0,0.589049151,132.1792702,2.25397,61953.0,39.51,3495.15,1227.6,4.51,0.771
1,0,80.2321467,162.39301,4.656,888.7,3.24,4.91,24.9,4.505,0.888
1,0,41.88970036,172.00102,1.35,1304.4,32.16,16.66,20.9,4.519,0.907
0,0,1.791406261,132.99503,2.8159,345.5,4.51,1466.9,60.7,4.453,1.028
0,0,1.25483232,132.18633,2.67,117.6,2.89,13493.55,11.4,3.75,2.572
0,0,5.71483873,132.13046,2.748,286.2,1.26,118.73,18.0,4.535,0.755
0,0,17.5859472,138.7798,3.815,509.5,2.24,56.81,8.4,4.438,1.0
0,1,1.332567005,132.0492,6.3373,401.3,27.36,3837.83,110.6,4.284,1.223
1,0,10.32736351,139.37228,1.889,126.9,1.25,116.56,9.7,4.431,1.017
0,0,2.54557259,132.69874,5.636,529.0,1.97,549.8,36.0,4.549,0.863
0,0,0.704541784,132.18236,1.0726,275.2,1.72,4778.23,38.4,4.476,1.012
0,0,0.697996932,132.136059,4.3323,9094.6,28.06,1560.69,244.1,4.636,0.695
0,0,110.9215892,174.22374,5.282,498.0,3.71,9.12,48.2,4.148,1.384
0,0,3.88673217,136.94489,20.491,761.7,21.04,287.4,119.0,4.589,0.767
1,0,1.544928892,133.5487914,1.43586,5817.3,13.43,3765.46,1109.7,4.199,1.412
0,0,11.76921923,138.41222,3.219,519.3,3.12,134.04,27.4,4.44,1.052
0,0,44.638983058,156.45087,3.04001,36830.0,50.33,21.86,488.5,4.449,1.035
1,0,1.236866732,132.1776,1.242,187.2,1.75,1439.3,14.2,4.514,0.879
0,0,174.95980475,151.16448,5.23,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,1,1.926888595,131.63323,1.235,130.0,1.31,1622.18,11.7,4.429,1.1
1,0,34.1420506,136.03624,2.945,788.0,1.06,0.89,13.3,4.866,0.383
0,0,0.241842544,131.86819,0.7257,203.3,1.16,12357.89,29.3,4.577,0.797
0,0,0.865759153,131.57771,0.8408,191.6,1.53,4616.69,18.7,4.428,1.076
1,0,1.332035996,131.58386,1.391,136.8,0.85,823.09,12.6,4.616,0.73
1,0,8.68910764,133.23559,1.1627,1679.0,0.49,0.47,9.6,5.274,0.118
0,0,0.63624396,131.968841,4.0,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,4.4040248,134.00341,2.41,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,9.81101738,134.18676,2.09,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,8.71980135,139.52134,3.7454,160.4,1.53,224.47,22.7,4.317,1.2
1,0,7.00821787,137.67164,3.812,116.4,1.29,300.58,19.2,4.317,1.2
0,0,0.903583394,131.877566,1.5942,1027.1,33.18,5162.98,151.7,4.41,1.101
0,0,0.99014722,132.02928,0.9394,321.1,1.34,997.75,23.0,4.606,0.747
0,0,138.61227705,170.98026,13.79,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,0.77359329,132.09232,1.7603,80.6,0.82,3022.82,21.7,4.508,0.907
0,0,0.306937807,131.635518,0.5925,119.2,0.82,5019.53,29.3,4.58,0.741
1,0,0.716531851,131.7213,0.655,78.9,1.11,4063.57,17.9,4.349,1.03
0,0,0.637487312,131.97829,1.9626,211.3,1.75,7053.67,25.0,4.39,1.083
0,0,5.71489488,134.87432,2.0705,292.5,1.41,160.68,21.2,4.555,0.833
0,0,7.76967007,133.0900444,4.74,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,76.642481,143.224,5.476,64.5,1.36,20.44,7.6,3.949,1.714
1,0,5.47715718,352.84857,1.3849,568.4,2.17,149.23,16.7,4.429,0.93
0,0,73.45736853,373.2353172,5.28,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,9.49361221,136.1777807,6.52,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,4.4296786,133.1491002,1.96,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,5.9703813,356.5416,0.669,210.3,1.69,218.94,5.5,4.504,0.965
1,0,7.57299816,131.94317,2.645,30.2,0.53,138.36,10.9,4.442,0.961
0,0,3.95383243,133.4182993,2.37,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,32.376183,150.41557,4.4639,745.4,2.26,5.61,34.2,4.641,0.675
1,0,284.063137,200.83619,8.297,1628.1,6.36,2.51,53.5,4.185,1.336
0,0,129.68366098,244.8914,7.86,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,4.30908594,134.70804,1.52,160.8,1.62,445.13,17.0,4.348,1.097
0,0,57.104588,151.083,11.5,144.3,0.98,7.74,9.3,4.564,0.821
0,0,0.422015793,131.747838,1.23416,1291.9,6.69,4962.18,304.4,4.587,0.777
0,0,0.945825494,131.62223,1.8496,104.7,1.14,3715.61,22.1,4.44,1.084
0,0,0.676715927,131.7606,0.63,264.5,1.29,2135.8,14.5,4.56,0.733
1,0,4.64490141,133.67436,2.456,106.4,0.76,113.62,11.7,4.54,0.77
0,1,0.576441813,131.68331,2.027,60.8,0.82,8812.63,21.2,4.425,1.038
0,0,2.43731228,132.06982,1.89,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,0.692693892,131.804922,1.2804,1433.7,32.44,4160.84,146.7,4.49,0.964
0,0,0.768934934,131.740302,1.216,846.8,4.09,2026.85,58.9,4.535,0.777
1,0,0.998212785,131.81898,2.489,118.8,1.1,2998.77,18.8,4.47,0.988
1,0,0.764863517,132.13343,1.16,150.2,1.04,2145.14,13.6,4.476,0.86
0,0,0.710894157,132.05192,1.0183,122.6,1.16,4599.89,18.9,4.424,1.049
0,0,0.537839241,131.58521,2.169,23.5,1.49,64294.62,12.4,3.659,3.03
0,0,0.373684977,131.963342,0.9621,456.8,2.25,9009.0,53.8,4.521,0.908
0,0,1.10118564,132.61692,5.2,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,0.544962596,131.52348,1.085,247.9,1.03,2074.18,18.3,4.675,0.639
0,0,0.769127296,131.56425,0.998,114.6,0.9,3179.14,17.0,4.561,0.831
0,0,225.56791218,262.51086,6.31,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,4.09578199,131.61992,1.704,405.5,1.64,124.3,11.9,4.577,0.742
1,0,91.9401253,134.3,9.195,482.9,2.62,9.71,34.4,4.317,1.2
0,0,92.57337995,171.1309675,8.45,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
0,0,185.0097245,307.67922,17.96,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,4.5770016,132.09921,0.949,710.0,1.33,24.38,18.0,4.767,0.497
1,0,14.4540329,135.4521,7.183,79.7,0.72,49.51,17.2,4.496,0.79
0,0,0.812587678,131.56261,1.1144,62.9,1.54,12840.3,21.7,4.009,1.877
1,0,9.3210841,138.09946,1.81,294.2,0.61,5.67,6.1,4.925,0.35
0,0,19.3073774,139.1411,3.437,31.7,1.21,292.25,6.6,3.776,2.142
0,1,1.000840564,121.293771,1.3292,2714.4,80.25,30248.83,73.2,3.558,3.177
1,0,13.6164547,140.93263,5.175,376.1,22.29,76.81,22.6,4.472,0.972
1,0,1.766789509,133.08336,1.3345,1009.8,1.4,66.95,26.7,4.81,0.444
1,0,7.55842923,137.9981,2.91,361.1,1.46,54.85,10.3,4.577,0.742
1,0,35.8656484,135.92374,8.035,250.9,2.44,37.92,26.2,4.29,1.189
1,0,0.638162933,131.74826,1.2313,109.7,0.91,2928.31,17.6,4.449,0.888
0,1,40.301684,166.83148,1.398,374.8,2.38,35.6,6.6,4.372,1.177
1,0,43.681309,168.9218,12.37,258.0,1.33,11.86,9.8,4.564,0.829
0,1,26.1537851,145.2879,1.802,228.6,1.47,37.53,6.2,4.487,0.967
0,0,0.944598153,132.2327,4.018,200.9,37.61,72795.2,35.3,2.839,9.214
0,1,354.63284,178.4349,2.227,280.9,0.9,0.13,6.5,4.703,0.535
0,1,35.40103336,135.1605852,1.75,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,230.180357,230.05245,13.436,3689.3,7.57,3.41,64.0,4.364,1.246
0,1,5.2433865,132.786,12.472,65.4,0.75,274.95,19.2,4.522,0.902
0,0,5.2435703,132.7496,15.864,228.5,12.68,148.79,25.1,4.621,0.722
0,1,55.7583803,160.0006,2.497,132.7,1.59,19.6,9.0,4.107,1.403
0,1,3.781123,135.204,8.15,90.4,1.16,962.72,9.0,4.247,1.216
1,0,220.720142,303.8527,8.186,862.5,2.0,0.72,12.0,4.634,0.696
0,1,634.84739,248.0735,16.186,542.6,20.5,10.97,15.7,2.978,8.611
1,0,281.5921577,261.81786,5.673,9312.0,7.22,0.61,76.0,4.627,0.713
1,0,103.722152,176.0727,6.061,296.9,1.95,6.92,9.4,4.33,1.143
