Class,Not_Transit-like_False_Positive_Flag,Orbit_Period,Transit_Epoch,Transit_Duration,Transit_Depth,Planetary_Radius,Insolation_Flux,Transit_Signal-to-Noise,Stellar_Surface_Gravity,Stellar_Radius
1,0,4.417692516,133.96139,2.323,279.2,1.57,92.16,35.1,4.645,0.664
1,0,10.08744556,135.13582,2.9884,568.1,3.15,186.14,39.9,4.417,1.095
1,0,16.34355902,145.04116,5.474,829.4,3.26,67.34,34.0,4.394,1.056
1,0,21.96401646,133.03586,2.7509,693.4,2.57,40.41,26.9,4.447,0.958
1,0,125.602323,215.4336,7.105,925.7,2.89,3.95,23.3,4.447,0.958
1,0,12.51353325,139.42461,4.301,430.8,1.88,58.69,30.0,4.495,0.873
1,0,17.9134215,135.52921,4.364,197.8,1.39,36.38,11.4,4.495,0.873
1,0,25.2149143,152.6912,5.76,174.1,1.19,23.05,9.9,4.495,0.873
1,0,8.29561738,135.79284,1.3421,824.3,1.82,11.39,17.9,4.728,0.524
1,0,5.42586901,135.86589,2.5342,259.0,1.48,211.66,26.1,4.489,0.934
1,0,19.58561177,132.36472,1.755,532.9,3.09,46.51,27.1,4.401,0.996
1,0,4.544436472,134.90159,1.8141,879.3,3.0,253.48,42.5,4.458,0.937
1,0,12.76220558,143.73026,2.0688,653.8,3.18,63.86,17.4,4.458,0.937
1,0,38.7149617,134.0313,3.441,694.8,2.62,14.55,16.2,4.458,0.937
0,0,8.78458274,135.37812,6.459,210.8,2.6,411.55,25.9,4.046,1.691
1,0,3.69298623,132.73624,1.7744,763.3,1.74,72.66,33.9,4.682,0.572
1,0,5.334082429,131.981761,6.2226,4676.5,13.08,1180.64,653.4,4.016,1.905
1,0,6.4980147,136.00108,2.4384,190.9,1.87,262.18,41.2,4.328,1.104
1,0,19.76169247,135.17794,3.9097,392.5,2.81,92.38,35.3,4.327,1.175
1,0,5.18498961,131.8814,2.1397,430.1,1.15,42.62,36.4,4.68,0.56
1,0,85.6542476,155.12346,6.866,476.0,3.56,17.51,36.6,4.065,1.647
1,0,19.32945602,133.26717,3.794,935.5,2.26,18.57,26.8,4.604,0.763
1,0,17.79108667,149.25344,2.662,414.2,2.88,112.09,39.8,4.148,1.34
1,0,3.290114076,133.15709,1.5151,645.3,1.49,97.96,30.3,4.654,0.594
0,0,2.086075752,170.965627,2.2647,3657.8,10.3,2747.42,102.2,4.071,1.417
1,0,3.311864148,131.7427761,1.4049,5976.5,9.06,365.94,448.2,4.499,0.937
1,0,63.0732241,191.2532,5.397,671.3,17.8,317.78,30.0,3.209,6.354
1,0,2.422084188,132.940079,2.5613,1871.8,3.55,511.66,423.7,4.565,0.83
1,0,78.5461106,144.06871,8.689,658.7,3.55,14.85,35.6,4.172,1.397
1,0,16.92342126,145.81407,4.1864,1125.3,3.4,57.37,40.8,4.465,0.99
1,0,5.47665801,135.70431,2.5482,648.0,2.01,71.0,32.1,4.589,0.706
1,0,4.580346161,134.0754,2.097,308.3,1.38,147.56,49.8,4.558,0.789
1,0,2.248288213,133.425805,2.0361,263.2,1.25,380.75,59.7,4.558,0.789
1,0,6.76690759,136.61633,1.7062,249.3,1.31,87.79,29.7,4.558,0.789
1,0,34.1732156,137.78862,4.7679,635.0,2.37,11.09,38.9,4.573,0.834
1,0,16.7364755,143.13606,2.151,1147.0,2.73,10.99,9.9,4.618,0.653
0,0,137.8645881,172.8113,1.922,2363.0,15.9,0.2,28.2,4.797,0.449
1,0,12.43929428,136.37952,3.176,254.3,1.3,36.57,24.9,4.531,0.773
1,0,7.62635494,136.01585,2.4168,296.1,1.21,57.89,32.5,4.61,0.721
1,0,8.710442022,134.614376,0.9425,1196.4,3.61,78.75,42.6,4.575,0.809
1,0,11.35010642,134.04612,2.2792,1221.0,1.75,6.25,38.3,4.734,0.514
1,0,109.4450597,197.9832,3.792,1269.6,3.04,3.14,30.1,4.5,0.868
1,0,7.56052209,134.47889,3.8573,659.8,2.4,164.9,34.6,4.503,0.94
1,0,12.12401737,134.955,3.3091,788.4,2.37,48.98,40.1,4.469,0.87
1,0,9.38740646,137.38383,1.6165,384.6,1.69,25.83,22.3,4.656,0.646
1,0,7.41556471,137.81512,1.973,150.4,0.79,35.37,11.8,4.656,0.646
0,0,24.2101973,141.4698,4.046,458.0,1.5,9.8,14.1,4.589,0.706
1,0,23.8990075,151.39847,15.955,293.4,3.26,108.3,61.5,3.914,1.93
1,0,6.22161107,131.99094,3.4117,165.0,1.59,348.15,29.0,4.417,1.097
1,0,6.17998508,132.72278,2.1094,750.5,2.12,104.06,29.0,4.551,0.791
1,0,1.569066598,133.04032,2.7803,147.2,1.68,2763.39,48.7,4.172,1.395
1,0,9.59068586,132.68264,3.452,544.6,3.93,329.34,40.0,3.904,1.673
1,0,7.03932913,133.85433,3.514,836.7,4.67,298.33,48.6,4.278,1.24
1,0,49.6075771,138.41517,2.9575,626.7,2.12,6.17,44.9,4.592,0.774
1,0,16.84183355,137.99443,2.6194,822.1,3.08,56.43,23.6,4.404,1.009
1,0,7.340714946,134.3457036,2.9987,8510.5,14.31,421.03,856.3,4.191,1.498
1,0,12.55111099,137.26226,3.1293,494.1,1.34,12.56,33.2,4.669,0.598
1,0,3.003879547,134.709874,3.2848,8538.0,10.96,1011.87,80.8,4.398,1.172
1,0,24.0884178,134.42178,3.952,387.2,1.16,5.26,21.0,4.669,0.598
1,0,12.75800092,133.95888,4.1828,187.9,1.49,107.96,41.7,4.34,1.095
1,0,5.47033376,131.49548,3.1441,112.0,1.15,334.27,32.7,4.34,1.095
1,0,6.51112385,131.70646,1.6919,695.1,3.09,243.67,38.4,4.465,1.001
1,0,23.85163321,147.61456,2.4453,833.7,3.37,43.19,28.6,4.465,1.001
1,0,2.714078374,133.71179,1.3115,143.5,1.38,675.86,36.8,4.461,0.992
1,0,122.8799543,165.46356,7.835,717.7,2.7,2.66,41.9,4.51,0.861
1,0,4.88753111,132.70783,2.034,679.6,2.45,239.11,17.4,4.499,0.957
1,0,6.14728341,134.87289,2.7645,119.7,0.79,83.18,26.8,4.598,0.746
1,0,2.800111267,132.04865,1.0237,706.7,2.13,197.81,33.5,4.579,0.704
1,0,34.3511339,134.19046,4.4408,599.4,2.75,26.1,28.8,4.487,0.967
1,0,3.413036353,132.443054,2.61366,3868.7,6.62,490.24,480.7,4.314,1.087
1,0,3.00725068,131.90484,4.4302,285.8,1.56,373.99,30.0,4.587,0.781
1,0,4.194496867,134.13511,1.7807,660.7,1.57,26.2,45.0,4.747,0.522
1,0,6.35585682,137.49837,1.55,176.6,0.86,15.1,9.2,4.747,0.522
1,0,1.970340203,131.948389,1.7901,403.2,3.97,1540.07,56.3,3.972,1.667
1,0,5.05821338,135.702454,1.132,748.3,10.69,439.8,43.2,3.972,1.667
1,0,26.85323647,143.31303,4.4557,965.8,2.65,20.77,53.3,4.455,0.869
1,0,25.0985083,145.56829,2.7727,167.6,1.59,43.84,21.3,4.34,1.095
1,0,34.2685741,147.05143,4.8251,699.3,2.44,12.2,38.2,4.468,0.872
1,0,5.75321539,136.75617,1.7948,733.8,3.14,169.44,31.8,4.51,0.929
1,0,5.50860699,132.2983,3.0788,203.9,1.49,179.62,38.2,4.489,0.883
1,0,18.93055119,143.25058,3.372,684.0,4.41,81.42,26.2,3.987,1.643
0,0,42.94386258,155.206515,3.7591,9207.9,41.62,17.26,273.0,4.4,0.94
1,0,22.06402,148.9199,4.1,388.7,2.67,60.81,31.5,4.432,1.09
1,0,5.756245244,133.903421,1.071,623.6,2.24,84.16,45.5,4.605,0.734
1,0,148.4601819,151.38686,5.499,1532.1,3.61,1.56,33.7,4.548,0.821
1,0,0.934885365,131.580676,1.4083,270.4,3.21,4435.29,57.8,3.909,1.795
1,0,25.7626846,147.6963,6.908,619.5,2.66,37.99,38.0,4.381,1.069
1,0,11.0317836,362.3431,4.753,182.3,1.45,117.67,14.1,4.381,1.069
1,0,4.12511935,133.64014,2.877,114.7,0.88,252.18,21.6,4.565,0.83
1,0,4.22464216,133.09108,1.403,987.0,4.31,631.55,7.7,4.408,1.14
1,0,13.12162167,133.39526,3.6138,196.9,1.99,164.48,32.7,4.265,1.277
1,0,49.6220669,137.10149,7.222,505.5,3.33,20.99,47.6,4.331,1.184
1,0,8.08801663,138.73516,1.8334,952.9,2.94,92.93,46.1,4.494,0.874
1,0,11.55103848,134.90803,3.3601,402.8,2.17,120.76,49.8,4.395,1.058
1,0,4.469754641,131.84402,1.813,553.9,2.26,350.69,37.1,4.507,0.934
1,0,15.77382794,137.53051,4.957,313.6,2.72,196.14,30.4,4.129,1.531
1,0,6.56226483,132.61123,4.0144,260.8,3.07,654.67,41.2,4.005,1.812
1,0,20.67876365,151.69245,4.6395,323.9,2.42,74.36,42.6,4.266,1.272
1,0,50.79034648,135.632759,10.8474,5671.1,10.6,33.12,508.8,4.185,1.406
1,0,9.59993246,136.58227,4.3206,271.2,2.08,206.91,52.0,4.266,1.272
1,0,2.0248205,132.35465,2.55,63.3,1.01,1652.5,20.2,4.266,1.272
1,0,201.118319,187.56986,10.328,584.8,2.28,1.92,34.7,4.447,0.954
1,0,24.7577652,142.06826,6.998,458.7,2.44,40.74,37.6,4.487,0.966
1,0,12.7983174,133.64979,6.401,336.6,2.88,160.33,38.2,4.115,1.451
1,0,10.13200555,132.91155,3.1683,911.6,1.67,25.66,37.6,4.689,0.561
1,0,38.505224,158.30491,5.941,695.2,2.45,18.98,35.5,4.504,0.881
1,0,4.6126736,132.7757,3.0643,133.2,1.6,663.8,34.3,4.265,1.277
1,0,8.67890312,133.03651,3.5317,540.6,2.56,158.43,37.4,4.308,1.116
1,0,39.3135699,154.93767,5.0137,500.1,2.07,20.04,33.8,4.509,0.925
1,0,5.94565516,133.99359,2.1604,401.2,1.12,24.71,28.5,4.7,0.564
1,0,1.52373073,131.61813,1.4796,364.7,1.26,105.95,34.1,4.736,0.51
1,0,4.225384543,137.5606891,2.82038,7563.0,9.0,360.46,1457.8,4.403,1.054
1,0,60.0853848,153.25707,7.007,432.2,2.4,13.07,51.7,4.459,1.047
1,0,43.0343364,137.69007,6.571,541.6,2.5,13.01,50.0,4.476,0.911
1,0,46.2991052,155.80223,5.2481,854.9,4.33,29.04,55.0,4.035,1.507
1,0,88.6440015,145.47193,7.82,625.5,2.51,5.51,57.6,4.471,0.934
1,0,35.01190875,150.37126,2.868,436.7,2.97,31.35,34.0,4.332,1.153
1,0,16.57099265,133.90704,2.9052,644.9,2.03,33.53,40.9,4.589,0.779
1,0,16.00496657,135.25305,6.5047,377.5,3.71,276.53,49.8,4.029,1.904
1,0,1.954525966,132.29679,2.0944,392.8,2.38,1331.18,43.1,4.331,1.136
1,0,15.09521323,139.474359,3.41,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,7.23400381,137.67742,2.165,453.3,1.78,112.48,34.3,4.523,0.85
1,0,6.77408984,135.95524,2.6215,520.3,2.5,295.82,33.6,4.433,1.092
1,0,20.172024672,141.209182,3.1488,5368.1,6.24,24.0,226.8,4.474,0.864
1,0,26.41044199,149.39541,3.0715,991.1,2.45,16.27,31.2,4.613,0.734
1,0,8.27745764,138.25667,2.713,197.2,2.46,331.35,17.3,3.884,1.781
1,0,14.37504582,139.05924,3.208,251.1,2.05,90.16,15.7,4.403,1.053
1,0,6.31219171,136.93315,4.9377,403.7,2.17,342.04,35.6,4.426,1.075
1,0,147.97391,263.08561,6.854,1267.1,3.33,2.78,26.4,4.44,0.95
1,0,13.24503482,142.00573,4.4078,156.1,1.77,146.31,35.7,4.147,1.39
1,0,77.2550726,159.32399,10.214,589.5,3.7,21.37,44.0,4.255,1.356
1,0,3.85690686,134.47405,2.0808,127.8,0.93,210.44,24.3,4.574,0.813
1,0,116.3311739,173.68887,7.025,1586.3,3.26,2.59,31.5,4.533,0.835
1,0,86.049055,201.0385,29.28,429.9,2.06,6.68,8.0,4.432,0.997
1,0,6.31943553,132.22892,3.3422,581.1,2.71,223.15,61.0,4.397,1.022
1,0,12.20951755,360.3204,4.1808,538.1,2.61,92.68,45.5,4.397,1.022
1,0,3.07644709,353.7643,2.6326,216.7,1.61,583.25,29.3,4.397,1.022
1,0,2.11913005,132.59,4.141,28.7,1.35,4512.1,21.5,3.813,2.377
1,0,68.958447,179.08158,3.128,123.3,1.11,6.17,30.0,4.497,0.888
1,0,18.79591276,145.821854,7.5235,2431.4,7.39,124.64,282.3,4.185,1.406
0,0,47.76397728,165.041066,4.08,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,63.0380366,169.12161,7.3702,658.7,2.59,11.1,53.1,4.411,1.019
1,0,9.69315023,132.81362,5.6725,141.8,1.89,253.08,45.1,4.108,1.472
0,0,8.48031229,135.85319,7.105,351.1,2.58,193.86,37.3,4.364,1.078
1,0,56.1886436,146.37945,6.5272,346.2,2.56,15.13,35.6,4.327,1.176
1,0,6.92101452,135.64343,4.3591,529.7,1.48,34.85,39.9,4.661,0.585
1,0,3.27344784,134.45023,1.7292,262.5,0.81,36.05,34.0,4.769,0.496
1,0,15.3789014,143.40629,4.662,185.1,2.94,275.53,17.6,3.877,2.153
1,0,134.4785189,169.28141,5.9288,4033.5,10.52,6.81,149.9,4.185,1.336
1,0,5.007414194,135.024066,1.3584,4413.9,8.8,363.75,196.6,4.417,1.042
0,0,24.68662378,137.53976,15.168,8052.3,48.04,412.55,210.9,2.996,5.132
1,0,98.7179332,131.58694,6.593,7320.0,6.99,3.97,124.4,4.583,0.786
1,0,71.52543938,191.69147,5.9189,5904.3,5.76,3.15,111.3,4.542,0.778
1,0,17.50441726,135.74731,4.2585,725.4,3.56,108.78,47.5,4.16,1.329
1,0,1.72086129,133.0209998,2.0243,10184.0,13.25,1743.61,1654.9,4.297,1.215
1,0,56.4349933,151.41082,4.7381,580.0,2.37,11.04,47.7,4.381,1.001
1,0,33.7888028,153.65384,5.496,649.2,2.71,33.01,36.0,4.436,1.062
1,0,3.215109385,133.77747,4.365,158.0,1.54,421.21,53.3,4.472,0.934
1,0,3.29276797,133.00741,4.8069,80.7,1.39,1068.95,40.8,4.108,1.472
1,0,13.72710334,138.74473,7.3419,199.2,2.38,241.58,62.5,4.017,1.693
1,0,24.3110031,137.0394,8.7682,184.4,2.3,112.64,48.9,4.017,1.693
1,0,9.34145925,132.38581,6.18,81.7,1.56,403.44,29.4,4.017,1.693
1,0,4.97760447,134.67304,2.5719,287.3,1.75,258.91,27.5,4.358,1.023
1,0,21.1285655,149.27632,3.852,176.7,2.88,180.55,12.5,3.877,2.153
0,0,24.4851178,137.6248,4.642,263.8,7.14,456.64,10.9,3.638,2.995
1,0,7.51854537,132.53078,2.845,286.7,1.42,89.41,19.4,4.474,0.864
1,0,86.7490807,170.29281,9.179,547.1,2.23,5.94,35.7,4.419,0.97
1,0,25.96190067,138.96908,6.2732,350.3,3.25,123.11,37.5,4.088,1.729
1,0,130.3543929,144.06022,6.474,5128.7,7.7,4.36,103.7,4.463,1.015
1,0,1.855557556,137.181028,2.35672,10570.0,10.05,1004.89,1853.8,4.441,0.947
1,0,3.261759866,131.778858,1.7593,3876.1,8.01,599.54,190.4,4.497,0.945
0,0,3.364425589,131.66843,1.3261,4843.0,56.83,352.97,32.0,4.589,0.775
1,0,16.78175788,139.79356,3.7386,908.0,2.25,20.82,118.8,4.588,0.742
1,0,105.3035093,207.17015,6.214,1362.2,3.18,3.58,40.6,4.515,0.875
1,0,2.549562652,132.60803,1.6999,495.1,1.11,50.9,43.7,4.74,0.506
1,0,13.96950181,132.17062,1.5871,1110.0,2.04,5.29,37.0,4.74,0.506
1,0,5.21230171,132.71052,2.098,430.0,1.04,19.7,29.3,4.74,0.506
1,0,17.76076524,137.50778,1.6679,1287.2,1.93,4.34,42.6,4.744,0.516
1,0,10.55840479,136.34449,3.366,194.2,1.41,94.94,14.6,4.358,1.023
0,0,20.92735802,139.325791,3.4256,8091.0,17.36,69.08,263.5,4.358,1.109
1,0,6.98800953,132.56964,3.103,193.2,1.39,164.86,17.1,4.358,1.023
1,0,105.3582299,138.68069,3.81,1210.2,1.87,0.41,22.6,4.762,0.496
1,0,22.8245144,144.46843,6.617,322.7,3.36,189.46,15.9,4.057,1.846
1,0,49.1011093,136.47265,6.341,845.6,3.28,14.57,39.7,4.299,1.11
1,0,7.05675145,132.53512,2.0261,130.0,1.68,483.95,25.2,4.244,1.402
1,0,34.8536903,164.04668,5.333,767.7,2.4,17.62,27.0,4.554,0.848
1,0,2.41434868,132.42878,1.2701,191.0,0.97,195.08,30.0,4.573,0.724
1,0,2.466070972,132.32097,1.9559,704.5,24.3,595.8,42.6,4.529,0.884
1,0,4.30656389,132.44098,4.1107,257.0,1.95,453.2,39.8,4.466,1.03
0,0,12.964717746,136.143342,1.8303,3732.9,39.93,114.24,183.3,4.45,1.033
0,0,1.731079436,134.77977,1.8419,11974.0,56.05,1332.5,36.2,4.494,0.955
1,0,7.794302043,137.260385,1.1081,3387.4,16.51,142.82,159.2,4.405,0.982
1,0,14.5324483,140.72407,3.13,1355.9,3.11,46.06,16.5,4.473,0.86
1,0,5.248667607,135.516708,1.917,601.2,2.84,293.42,59.5,4.437,1.012
1,0,7.96431492,136.81646,1.5342,746.0,2.44,99.42,44.3,4.44,0.91
1,0,92.7297248,177.43808,6.83,1257.5,2.81,1.38,43.3,4.641,0.675
1,0,1.485710994,132.7935653,2.2874,20824.0,14.48,1404.81,1176.6,4.432,1.018
1,0,30.5231459,146.85072,2.7286,2212.3,11.26,15.46,38.7,4.585,0.79
1,0,71.3116598,132.39239,8.813,2138.0,4.94,12.01,43.4,4.445,1.069
1,0,28.78270955,132.3189,3.451,864.5,2.11,9.09,40.1,4.58,0.745
0,0,15.44428875,138.1678,2.0791,3596.2,37.58,67.39,44.9,4.489,0.991
1,0,1.411230023,132.641925,1.4325,388.2,1.71,436.04,89.3,4.564,0.737
1,0,96.9151707,187.08955,6.065,862.8,2.37,2.64,53.4,4.559,0.791
1,0,13.47472742,133.48999,2.5995,729.6,1.96,38.21,25.3,4.615,0.734
1,0,2.29503515,132.69329,1.654,172.1,1.18,681.51,11.6,4.482,0.909
1,0,27.495634,133.28538,4.858,483.3,2.11,28.66,24.7,4.401,0.911
1,0,14.08826442,137.34334,4.1847,889.4,2.66,64.97,34.2,4.529,0.895
1,0,3.905081685,133.4150433,2.8213,21340.0,12.78,282.59,1315.8,4.54,0.887
1,0,110.9643706,187.04621,12.831,1283.2,2.11,0.77,42.1,4.695,0.546
1,0,4.539297295,133.9595824,1.9455,798.1,2.34,112.09,50.3,4.61,0.724
1,0,6.94135824,137.5437,1.8899,825.0,2.96,139.05,43.1,4.491,0.88
1,0,17.276296682,133.839172,3.94738,10458.0,7.31,19.88,871.4,4.599,0.738
1,0,31.7821117,134.8645,3.856,570.2,2.08,18.32,21.6,4.491,0.88
1,0,4.36273233,135.23342,2.2375,341.6,1.76,258.7,25.6,4.491,0.88
1,0,18.6848377,136.14587,3.7965,1251.5,1.93,6.16,41.2,4.712,0.545
1,0,7.41634701,135.85372,2.1362,505.5,1.24,21.1,20.6,4.712,0.545
1,0,9.91724268,135.1389,3.2241,457.9,2.85,157.41,38.8,4.244,1.207
1,0,82.5341188,209.12763,4.8556,1895.4,2.45,1.08,40.1,4.678,0.58
1,0,20.16037858,144.34281,4.13,343.6,1.75,16.03,35.1,4.614,0.724
1,0,10.99470891,137.35769,1.5929,884.7,1.71,16.24,32.7,4.661,0.586
1,0,6.73679732,136.4043415,2.36,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,124.03589939,136.015098,4.8472,7690.0,11.13,6.88,190.1,4.244,1.28
0,0,1.194812329,132.18329,1.3777,189.5,1.36,2521.46,41.2,4.475,0.97
1,0,10.84969477,136.74432,3.474,1122.1,2.67,49.3,43.5,4.592,0.778
1,0,12.18420006,139.05644,2.5014,499.3,2.59,106.52,23.3,4.374,1.068
1,0,3.76417012,132.35462,2.0111,558.4,1.7,160.99,27.2,4.617,0.728
1,0,5.92972237,135.49811,2.518,412.1,1.92,210.95,8.9,4.492,0.956
1,0,12.2476121,138.2196,3.209,402.7,1.9,80.29,6.8,4.492,0.956
1,0,13.59051547,133.07217,3.784,621.9,2.4,64.8,27.7,4.409,0.974
1,0,46.8776724,137.66791,10.041,539.8,2.62,13.01,37.5,4.418,0.993
1,0,89.1935737,217.82184,4.0104,868.3,3.81,12.83,43.5,4.239,1.295
1,0,13.09390911,144.525,2.2805,398.7,2.2,75.58,62.2,4.487,0.956
1,0,4.915385452,132.69448,2.7757,225.5,1.46,279.43,65.6,4.487,0.956
0,1,87.455958,136.23042,18.257,1604.9,70.11,66.26,118.9,4.018,2.111
0,0,0.805259257,132.100916,1.42246,1384.3,63.55,12990.09,329.7,3.926,2.022
1,0,9.76785911,139.43968,2.1649,585.4,2.54,74.48,54.1,4.513,0.852
1,0,40.80957343,142.69218,3.158,436.1,3.44,35.68,39.3,4.301,1.3
1,0,22.08551599,135.23432,2.1727,3157.4,3.34,3.63,48.5,4.712,0.565
1,0,1.151166776,133.231766,1.0907,578.4,1.28,199.25,83.7,4.73,0.535
0,0,4.693305543,136.8627229,5.17249,14523.0,17.85,881.73,1765.2,4.22,1.47
1,0,3.246732048,133.379165,3.0535,6998.2,12.4,1072.7,775.0,4.15,1.457
0,0,8.3606759,138.81934,6.287,194.8,1.49,176.04,17.7,4.374,1.068
1,0,62.1385979,161.14834,4.2938,886.3,5.14,17.88,36.1,3.992,1.621
1,0,17.1181036,136.19429,1.29,167.7,1.22,43.25,6.1,4.515,0.929
1,0,8.29482811,133.50201,2.7437,559.5,2.76,139.38,38.1,4.478,0.939
0,0,26.635216,155.5577,5.949,1492.8,27.64,19.45,30.6,4.455,0.882
1,0,17.84850835,148.39117,5.8919,391.2,3.29,146.82,43.5,4.152,1.465
1,0,26.1363443,131.61796,6.613,362.2,2.8,88.29,38.1,4.152,1.465
1,0,11.1895709,140.63504,5.3,143.3,1.81,273.37,19.9,4.152,1.465
1,0,2.757977384,131.87907,2.1489,211.0,1.69,744.97,22.5,4.435,1.0
0,0,18.692860599,143.8331829,3.88584,51256.0,14.81,18.4,1281.9,4.66,0.66
1,0,14.80075082,132.82179,5.762,501.4,17.38,3158.09,54.0,3.092,7.663
1,0,3.126861192,133.724959,1.1926,794.6,5.12,886.72,94.6,3.939,1.749
0,0,87.24250316,153.344695,4.1206,17860.0,15.86,5.49,335.2,4.501,0.955
1,0,10.240611361,131.667897,0.9617,2958.0,3.9,43.85,72.0,4.623,0.64
1,0,16.87725775,138.64907,3.7917,818.4,2.54,40.09,43.1,4.512,0.872
1,0,12.05705659,135.41595,2.3462,523.9,1.96,53.26,20.8,4.537,0.834
1,0,28.26727385,140.92561,4.5839,1160.2,2.93,16.84,42.1,4.457,0.886
1,0,3.770590654,133.39088,2.029,314.4,2.13,619.65,37.1,4.274,1.208
1,0,2.7073064,132.43068,3.4378,69.5,1.36,2012.12,31.7,4.069,1.629
0,1,23.11707222,149.56221,3.9948,2407.5,4.37,21.26,61.2,4.505,0.796
1,0,4.77502117,355.45644,1.7087,451.4,1.73,174.23,16.7,4.505,0.796
1,0,66.4159789,188.13988,7.061,2053.2,3.44,4.71,33.6,4.603,0.759
1,0,8.0103929,135.31823,4.2713,294.1,1.88,184.38,34.6,4.327,1.111
1,0,5.69590202,139.231637,3.5661,4921.1,6.61,279.61,391.2,4.497,0.94
1,0,27.6666375,143.86343,6.315,324.0,2.04,35.27,24.4,4.327,1.111
1,0,5.19559398,132.72178,3.748,116.0,1.18,327.78,16.0,4.327,1.111
1,0,57.2488518,184.6864,6.083,1455.6,3.19,8.17,29.8,4.542,0.846
1,0,37.0551726,200.20176,5.439,1028.8,3.19,14.59,23.2,4.542,0.846
1,0,16.33269981,136.90909,2.174,300.4,1.61,28.76,17.5,4.563,0.772
1,0,10.05550267,173.2234,2.951,147.7,0.92,54.96,13.6,4.563,0.772
1,0,9.30413878,140.33868,1.9254,637.3,1.67,27.35,24.2,4.611,0.658
1,0,4.33722007,132.85152,2.4973,358.5,1.63,231.86,47.9,4.499,0.876
1,0,1.653889476,132.18845,1.7242,124.4,0.97,838.03,22.3,4.499,0.876
1,0,150.8783198,206.69223,8.6797,659.9,4.37,7.56,70.6,3.999,1.737
1,0,3.553831111,134.64066,3.1029,191.8,1.62,658.37,77.4,4.37,1.081
1,0,1.6783263,136.05259,2.5123,146.3,1.57,1797.15,76.1,4.37,1.081
1,0,5.65378163,131.71154,1.9483,366.8,1.82,256.14,37.8,4.507,0.934
1,0,5.99185827,136.88244,1.7215,186.3,2.75,796.76,32.1,4.049,1.695
1,0,120.0183551,134.18742,11.637,886.0,4.54,11.84,46.1,4.253,1.467
1,0,14.30517579,135.06301,4.535,863.4,3.05,54.59,37.5,4.555,0.846
1,0,9.18189122,132.40505,4.343,363.6,2.17,98.61,18.2,4.555,0.846
1,0,2.64622742,132.66343,1.407,155.5,0.99,324.38,8.4,4.555,0.787
1,0,2.935362067,136.18415,1.5043,1052.6,3.15,258.48,38.0,4.505,0.823
1,0,13.53953595,143.15629,4.389,134.2,2.32,320.19,21.8,3.985,1.997
1,0,22.7082375,133.72114,3.503,298.8,1.72,49.67,22.0,4.472,0.992
1,0,7.97033985,136.55775,2.6675,490.8,1.81,116.77,23.5,4.567,0.818
0,0,5.33459393,133.43443,2.642,226.3,0.79,36.55,14.7,4.704,0.533
1,0,8.49640437,138.73595,2.2128,834.0,2.14,57.43,21.8,4.586,0.709
1,0,66.1843646,141.62259,5.155,560.5,2.72,8.57,21.3,4.447,0.978
1,0,2.032318856,132.64394,1.1596,287.5,1.12,247.21,20.4,4.635,0.682
1,0,65.18703725,177.6208875,5.44,23791.335898271926,102.89177806760135,7745.7370226117055,259.89500054341926,4.310156613411586,1.7287115530920552
1,0,3.62275506,132.99267,2.7868,180.6,1.62,683.84,22.3,4.282,1.216
1,0,2.892216772,132.87726,1.3596,360.5,1.31,93.66,23.9,4.655,0.615
1,0,187.746606,157.35064,5.885,1583.0,2.95,1.2,20.2,4.55,0.753
1,0,2.543063763,132.68159,2.8473,152.0,1.26,716.3,26.5,4.389,1.029
1,0,3.177414601,134.478892,1.5262,1134.3,2.65,233.26,113.7,4.63,0.708
1,0,2.168451063,132.14107,1.458,466.9,2.41,1389.18,45.5,4.382,1.109
1,0,37.8154157,141.10346,4.662,286.4,1.21,6.09,22.4,4.624,0.705
0,0,53.5783052,171.1857,5.194,224.9,1.16,3.82,15.4,4.624,0.705
1,0,6.69332825,137.70324,2.311,781.8,2.44,32.54,23.4,4.641,0.637
1,0,33.1362861,169.50676,4.163,825.2,2.05,3.86,16.3,4.641,0.637
1,0,7.72513619,176.80202,2.042,382.2,1.71,26.91,10.5,4.641,0.637
1,0,10.71253475,137.16499,2.7186,1198.6,2.02,13.09,31.2,4.715,0.544
1,0,32.5635249,163.46038,5.418,578.3,2.05,13.63,24.1,4.505,0.859
1,0,12.19140405,136.33677,1.8832,665.8,2.46,80.01,19.4,4.399,0.967
1,0,6.11784972,133.61873,3.458,60.5,1.05,509.24,25.8,4.247,1.333
1,0,3.97599629,133.62238,2.2029,206.0,1.11,181.47,27.3,4.561,0.778
1,0,7.68478504,137.64035,2.447,274.1,1.47,112.06,21.4,4.469,0.907
0,0,0.990516282,131.84152,2.019,101.6,3.52,15469.83,20.4,3.755,2.399
1,0,15.0447098,133.20895,5.823,97.9,1.51,177.24,23.4,4.025,1.525
0,0,29.0726293,136.97364,2.516,439.6,2.32,33.69,20.9,4.37,1.042
1,0,1.118547814,132.84826,1.5534,234.8,0.98,447.97,21.7,4.65,0.658
1,0,6.42199919,134.58037,2.6192,161.6,1.25,236.21,25.4,4.468,0.981
